Source,Period,Validation rule,Importance,Left side description,Value,Operator,Value,Right side description
Senehun (Kamajei) CHC,September 2020,"LMIS_EM&CONS Magnesium Sulphate 50%, Inj, 10ml, Amp  - Quantity Dispensed (D) Validation",Medium,"LMIS_EM&CONS Magnesium Sulphate 50%, Inj, 10ml, Amp  - Quantity Dispensed (D)",10.0,<=,0.0,"LMIS_EM&CONS Magnesium Sulphate 50%, Inj, 10ml, Amp - Opening Balance (A) + LMIS_EM&CONS Magnesium Sulphate 50%, Inj, 10ml, Amp  - Quantity Received (B) + LMIS_EM&CONS Magnesium Sulphate 50%, Inj, 10ml, Amp - Losses / Adjustments (C)"
Senehun (Kamajei) CHC,September 2020,"LMIS_EM&CONS Surgical Spirit 98%, Solution  - Quantity Dispensed (D) Validation",Medium,"LMIS_EM&CONS Surgical Spirit 98%, Solution  - Quantity Dispensed (D)",2.0,<=,0.0,"LMIS_EM&CONS Surgical Spirit 98%, Solution - Opening Balance (A) + LMIS_EM&CONS Surgical Spirit 98%, Solution  - Quantity Received (B) + LMIS_EM&CONS Surgical Spirit 98%, Solution - Losses / Adjustments (C)"
Senehun (Kamajei) CHC,September 2020,"LMIS_EM&CONS Oral Rehydration Salts (ORS), Sachet  - Quantity Dispensed (D) Validation",Medium,"LMIS_EM&CONS Oral Rehydration Salts (ORS), Sachet  - Quantity Dispensed (D)",100.0,<=,0.0,"LMIS_EM&CONS Oral Rehydration Salts (ORS), Sachet - Opening Balance (A) + LMIS_EM&CONS Oral Rehydration Salts (ORS), Sachet  - Quantity Received (B) + LMIS_EM&CONS Oral Rehydration Salts (ORS), Sachet - Losses / Adjustments (C)"
Senehun (Kamajei) CHC,September 2020,"LMIS_EM&CONS Povidone Iodine 10%, Solution, Bot  - Quantity Dispensed (D) Validation",Medium,"LMIS_EM&CONS Povidone Iodine 10%, Solution, Bot  - Quantity Dispensed (D)",1.0,<=,0.0,"LMIS_EM&CONS Povidone Iodine 10%, Solution, Bot - Opening Balance (A) + LMIS_EM&CONS Povidone Iodine 10%, Solution, Bot  - Quantity Received (B) + LMIS_EM&CONS Povidone Iodine 10%, Solution, Bot - Losses / Adjustments (C)"
Senehun (Kamajei) CHC,September 2020,"LMIS_EM&CONS Chlorhexidine Gluconate 5%, Solution, 1000ml, Bot  - Quantity Dispensed (D) Validation",Medium,"LMIS_EM&CONS Chlorhexidine Gluconate 5%, Solution, 1000ml, Bot  - Quantity Dispensed (D)",1.0,<=,0.0,"LMIS_EM&CONS Chlorhexidine Gluconate 5%, Solution, 1000ml, Bot - Opening Balance (A) + LMIS_EM&CONS Chlorhexidine Gluconate 5%, Solution, 1000ml, Bot  - Quantity Received (B) + LMIS_EM&CONS Chlorhexidine Gluconate 5%, Solution, 1000ml, Bot - Losses / Adju"
Senehun (Kamajei) CHC,September 2020,"LMIS_EM&CONS Folic Acid 5mg, Tab  - Quantity Dispensed (D) Validation",Medium,"LMIS_EM&CONS Folic Acid 5mg, Tab  - Quantity Dispensed (D)",3.0,<=,0.0,"LMIS_EM&CONS Folic Acid 5mg, Tab - Opening Balance (A) + LMIS_EM&CONS Folic Acid 5mg, Tab  - Quantity Received (B) + LMIS_EM&CONS Folic Acid 5mg, Tab - Losses / Adjustments (C)"
Shenge CHC,September 2020,"LMIS_EM&CONS Chlorhexidine Gluconate 7.1%, Gel  - Quantity Dispensed (D) Validation",Medium,"LMIS_EM&CONS Chlorhexidine Gluconate 7.1%, Gel  - Quantity Dispensed (D)",2.0,<=,0.0,"LMIS_EM&CONS Chlorhexidine Gluconate 7.1%, Gel - Opening Balance (A) + LMIS_EM&CONS Chlorhexidine Gluconate 7.1%, Gel  - Quantity Received (B) + LMIS_EM&CONS Chlorhexidine Gluconate 7.1%, Gel - Losses / Adjustments (C)"
Suen CHP,September 2020,"LMIS_EM&CONS Gentamicin 40mg/ml, Inj, 2ml, Amp  - Quantity Dispensed (D) Validation",Medium,"LMIS_EM&CONS Gentamicin 40mg/ml, Inj, 2ml, Amp  - Quantity Dispensed (D)",10.0,<=,0.0,"LMIS_EM&CONS Gentamicin 40mg/ml, Inj, 2ml, Amp - Opening Balance (A) + LMIS_EM&CONS Gentamicin 40mg/ml, Inj, 2ml, Amp  - Quantity Received (B) + LMIS_EM&CONS Gentamicin 40mg/ml, Inj, 2ml, Amp - Losses / Adjustments (C)"
Suen CHP,September 2020,"LMIS_MAL Artemether & Lumefantrine (ACT) 20mg & 120mg, 24 Tabs - Quantity Dispensed (D) Validation",Medium,"LMIS_MAL Artemether & Lumefantrine (ACT) 20mg & 120mg, 24 Tabs - Quantity Dispensed (D)",59.0,<=,30.0,"LMIS_MAL Artemether & Lumefantrine (ACT) 20mg & 120mg, 24 Tabs - Opening Balance (A) + LMIS_MAL Artemether & Lumefantrine (ACT) 20mg & 120mg, 24 Tabs - Quantity Received (B) + LMIS_MAL Artemether & Lumefantrine (ACT) 20mg & 120mg, 24 Tabs - Losses / Adjus"
Suen CHP,September 2020,"LMIS_EM&CONS Needle, Hypodermic, Luer, 23G, Sterile, Disposable  - Quantity Dispensed (D) Validation",Medium,"LMIS_EM&CONS Needle, Hypodermic, Luer, 23G, Sterile, Disposable  - Quantity Dispensed (D)",50.0,<=,0.0,"LMIS_EM&CONS Needle, Hypodermic, Luer, 23G, Sterile, Disposable - Opening Balance (A) + LMIS_EM&CONS Needle, Hypodermic, Luer, 23G, Sterile, Disposable  - Quantity Received (B) + LMIS_EM&CONS Needle, Hypodermic, Luer, 23G, Sterile, Disposable - Losses / A"
Suen CHP,September 2020,"LMIS_EM&CONS Glove, Exam, Latex, Medium, Nonsterile, Disposable, Pcs  - Quantity Dispensed (D) Validation",Medium,"LMIS_EM&CONS Glove, Exam, Latex, Medium, Nonsterile, Disposable, Pcs  - Quantity Dispensed (D)",129.0,<=,0.0,"LMIS_EM&CONS Glove, Exam, Latex, Medium, Nonsterile, Disposable, Pcs - Opening Balance (A) + LMIS_EM&CONS Glove, Exam, Latex, Medium, Nonsterile, Disposable, Pcs  - Quantity Received (B) + LMIS_EM&CONS Glove, Exam, Latex, Medium, Nonsterile, Disposable, P"
Suen CHP,September 2020,"LMIS_EM&CONS Needle, Hypodermic, Luer, 21G, Sterile, Disposable  - Quantity Dispensed (D) Validation",Medium,"LMIS_EM&CONS Needle, Hypodermic, Luer, 21G, Sterile, Disposable  - Quantity Dispensed (D)",50.0,<=,0.0,"LMIS_EM&CONS Needle, Hypodermic, Luer, 21G, Sterile, Disposable - Opening Balance (A) + LMIS_EM&CONS Needle, Hypodermic, Luer, 21G, Sterile, Disposable  - Quantity Received (B) + LMIS_EM&CONS Needle, Hypodermic, Luer, 21G, Sterile, Disposable - Losses / A"
Suen CHP,September 2020,"LMIS_EM&CONS Co-Trimoxazole (Sulfamethoxazole & Trimethoprim) 400mg & 80mg, Tab  - Quantity Dispensed (D) Validation",Medium,"LMIS_EM&CONS Co-Trimoxazole (Sulfamethoxazole & Trimethoprim) 400mg & 80mg, Tab  - Quantity Dispensed (D)",910.0,<=,0.0,"LMIS_EM&CONS Co-Trimoxazole (Sulfamethoxazole & Trimethoprim) 400mg & 80mg, Tab - Opening Balance (A) + LMIS_EM&CONS Co-Trimoxazole (Sulfamethoxazole & Trimethoprim) 400mg & 80mg, Tab  - Quantity Received (B) + LMIS_EM&CONS Co-Trimoxazole (Sulfamethoxazol"
Tabe MCHP,September 2020,"LMIS_MAL Artemether & Lumefantrine (ACT) 20mg & 120mg, 6 Tabs - Quantity Dispensed (D) Validation",Medium,"LMIS_MAL Artemether & Lumefantrine (ACT) 20mg & 120mg, 6 Tabs - Quantity Dispensed (D)",30.0,<=,0.0,"LMIS_MAL Artemether & Lumefantrine (ACT) 20mg & 120mg, 6 Tabs - Opening Balance (A) + LMIS_MAL Artemether & Lumefantrine (ACT) 20mg & 120mg, 6 Tabs - Quantity Received (B) + LMIS_MAL Artemether & Lumefantrine (ACT) 20mg & 120mg, 6 Tabs - Losses / Adjustme"
Tabe MCHP,September 2020,"LMIS_EM&CONS Cannula, IV, 20G, Short, Sterile, Disposable, Pcs  - Quantity Dispensed (D) Validation",Medium,"LMIS_EM&CONS Cannula, IV, 20G, Short, Sterile, Disposable, Pcs  - Quantity Dispensed (D)",2.0,<=,0.0,"LMIS_EM&CONS Cannula, IV, 20G, Short, Sterile, Disposable, Pcs - Opening Balance (A) + LMIS_EM&CONS Cannula, IV, 20G, Short, Sterile, Disposable, Pcs  - Quantity Received (B) + LMIS_EM&CONS Cannula, IV, 20G, Short, Sterile, Disposable, Pcs - Losses / Adju"
Tabe MCHP,September 2020,"LMIS_EM&CONS Zinc Sulphate 20mg, Dispersible, Tab  - Quantity Dispensed (D) Validation",Medium,"LMIS_EM&CONS Zinc Sulphate 20mg, Dispersible, Tab  - Quantity Dispensed (D)",6.0,<=,0.0,"LMIS_EM&CONS Zinc Sulphate 20mg, Dispersible, Tab - Opening Balance (A) + LMIS_EM&CONS Zinc Sulphate 20mg, Dispersible, Tab  - Quantity Received (B) + LMIS_EM&CONS Zinc Sulphate 20mg, Dispersible, Tab - Losses / Adjustments (C)"
Tabe MCHP,September 2020,"LMIS_EM&CONS Chlorhexidine Gluconate 7.1%, Gel  - Quantity Dispensed (D) Validation",Medium,"LMIS_EM&CONS Chlorhexidine Gluconate 7.1%, Gel  - Quantity Dispensed (D)",10.0,<=,0.0,"LMIS_EM&CONS Chlorhexidine Gluconate 7.1%, Gel - Opening Balance (A) + LMIS_EM&CONS Chlorhexidine Gluconate 7.1%, Gel  - Quantity Received (B) + LMIS_EM&CONS Chlorhexidine Gluconate 7.1%, Gel - Losses / Adjustments (C)"
Tabe MCHP,September 2020,LMIS_REP_H Levoplant - Levonorgestrel two rod 150mg implant - Quantity Dispensed (D) Validation,Medium,LMIS_REP_H Levoplant - Levonorgestrel two rod 150mg implant - Quantity Dispensed (D),10.0,<=,0.0,LMIS_REP_H Levoplant - Levonorgestrel two rod 150mg implant - Opening Balance (A) + LMIS_REP_H Levoplant - Levonorgestrel two rod 150mg implant - Quantity Received (B) + LMIS_REP_H Levoplant - Levonorgestrel two rod 150mg implant - Losses / Adjustments (C
Taiama (Kori) CHC,September 2020,"Vitamin A 200,000 IU (Red), Cap - Quantity Dispensed (D) Validation",Medium,"Vitamin A 200,000 IU (Red), Cap - Quantity Dispensed (D)",20.0,<=,0.0,"Vitamin A 200,000 IU (Red), Cap - Opening Balance (A) + Vitamin A 200,000 IU (Red), Cap - Quantity Received (B) + Vitamin A 200,000 IU (Red), Cap - Losses / Adjustments (C)"
Taiama (Kori) CHC,September 2020,"LMIS_EM&CONS Oxytocin 10IU, Inj, Amp  - Quantity Dispensed (D) Validation",Medium,"LMIS_EM&CONS Oxytocin 10IU, Inj, Amp  - Quantity Dispensed (D)",410.0,<=,0.0,"LMIS_EM&CONS Oxytocin 10IU, Inj, Amp - Opening Balance (A) + LMIS_EM&CONS Oxytocin 10IU, Inj, Amp  - Quantity Received (B) + LMIS_EM&CONS Oxytocin 10IU, Inj, Amp - Losses / Adjustments (C)"
Taiama (Kori) CHC,September 2020,"LMIS_EM&CONS Chlorhexidine Gluconate 7.1%, Gel  - Quantity Dispensed (D) Validation",Medium,"LMIS_EM&CONS Chlorhexidine Gluconate 7.1%, Gel  - Quantity Dispensed (D)",2.0,<=,0.0,"LMIS_EM&CONS Chlorhexidine Gluconate 7.1%, Gel - Opening Balance (A) + LMIS_EM&CONS Chlorhexidine Gluconate 7.1%, Gel  - Quantity Received (B) + LMIS_EM&CONS Chlorhexidine Gluconate 7.1%, Gel - Losses / Adjustments (C)"
Taiama (Kori) CHC,September 2020,"LMIS_EM&CONS Paracetamol (Acetaminophen) 500mg, Tab  - Quantity Dispensed (D) Validation",Medium,"LMIS_EM&CONS Paracetamol (Acetaminophen) 500mg, Tab  - Quantity Dispensed (D)",1450.0,<=,980.0,"LMIS_EM&CONS Paracetamol (Acetaminophen) 500mg, Tab - Opening Balance (A) + LMIS_EM&CONS Paracetamol (Acetaminophen) 500mg, Tab  - Quantity Received (B) + LMIS_EM&CONS Paracetamol (Acetaminophen) 500mg, Tab - Losses / Adjustments (C)"
Taiama (Kori) CHC,September 2020,Plumpy Nuts (OTP) - Quantity Dispensed (D) Validation,Medium,Plumpy Nuts (OTP) - Quantity Dispensed (D),75.0,<=,0.0,Plumpy Nuts (OTP) - Opening Balance (A) + Plumpy Nuts (OTP) - Quantity Received (B) + Plumpy Nuts (OTP) - Losses / Adjustments (C)
Taiama (Kori) CHC,September 2020,"LMIS_EM&CONS Ferrous Sulphate & Folic Acid (FeFol) 200mg & 0.4mg, Tab  - Quantity Dispensed (D) Validation",Medium,"LMIS_EM&CONS Ferrous Sulphate & Folic Acid (FeFol) 200mg & 0.4mg, Tab  - Quantity Dispensed (D)",1044.0,<=,0.0,"LMIS_EM&CONS Ferrous Sulphate & Folic Acid (FeFol) 200mg & 0.4mg, Tab - Opening Balance (A) + LMIS_EM&CONS Ferrous Sulphate & Folic Acid (FeFol) 200mg & 0.4mg, Tab  - Quantity Received (B) + LMIS_EM&CONS Ferrous Sulphate & Folic Acid (FeFol) 200mg & 0.4mg"
Taiama (Kori) CHC,September 2020,"LMIS_EM&CONS Ibuprofen 400mg, Tab  - Quantity Dispensed (D) Validation",Medium,"LMIS_EM&CONS Ibuprofen 400mg, Tab  - Quantity Dispensed (D)",720.0,<=,50.0,"LMIS_EM&CONS Ibuprofen 400mg, Tab - Opening Balance (A) + LMIS_EM&CONS Ibuprofen 400mg, Tab  - Quantity Received (B) + LMIS_EM&CONS Ibuprofen 400mg, Tab - Losses / Adjustments (C)"
Taiama (Kori) CHC,September 2020,"LMIS_EM&CONS Syringe, Luer, 5ml, Disposable  - Quantity Dispensed (D) Validation",Medium,"LMIS_EM&CONS Syringe, Luer, 5ml, Disposable  - Quantity Dispensed (D)",140.0,<=,0.0,"LMIS_EM&CONS Syringe, Luer, 5ml, Disposable - Opening Balance (A) + LMIS_EM&CONS Syringe, Luer, 5ml, Disposable  - Quantity Received (B) + LMIS_EM&CONS Syringe, Luer, 5ml, Disposable - Losses / Adjustments (C)"
Taiama (Kori) CHC,September 2020,"LMIS_MAL Artesunate 60mg/ml, Inj, Vial - Quantity Dispensed (D) Validation",Medium,"LMIS_MAL Artesunate 60mg/ml, Inj, Vial - Quantity Dispensed (D)",3.0,<=,0.0,"LMIS_MAL Artesunate 60mg/ml, Inj, Vial - Opening Balance (A) + LMIS_MAL Artesunate 60mg/ml, Inj, Vial - Quantity Received (B) + LMIS_MAL Artesunate 60mg/ml, Inj, Vial - Losses / Adjustments (C)"
Taiama (Kori) CHC,September 2020,"LMIS_EM&CONS Oral Rehydration Salts (ORS), Sachet  - Quantity Dispensed (D) Validation",Medium,"LMIS_EM&CONS Oral Rehydration Salts (ORS), Sachet  - Quantity Dispensed (D)",210.0,<=,34.0,"LMIS_EM&CONS Oral Rehydration Salts (ORS), Sachet - Opening Balance (A) + LMIS_EM&CONS Oral Rehydration Salts (ORS), Sachet  - Quantity Received (B) + LMIS_EM&CONS Oral Rehydration Salts (ORS), Sachet - Losses / Adjustments (C)"
Taninihun Kapuima MCHP,September 2020,"LMIS_EM&CONS Chlorhexidine Gluconate 7.1%, Gel  - Quantity Dispensed (D) Validation",Medium,"LMIS_EM&CONS Chlorhexidine Gluconate 7.1%, Gel  - Quantity Dispensed (D)",10.0,<=,0.0,"LMIS_EM&CONS Chlorhexidine Gluconate 7.1%, Gel - Opening Balance (A) + LMIS_EM&CONS Chlorhexidine Gluconate 7.1%, Gel  - Quantity Received (B) + LMIS_EM&CONS Chlorhexidine Gluconate 7.1%, Gel - Losses / Adjustments (C)"
Taninihun Kapuima MCHP,September 2020,"LMIS_EM&CONS Co-Trimoxazole (Sulfamethoxazole & Trimethoprim) 400mg & 80mg, Tab  - Quantity Dispensed (D) Validation",Medium,"LMIS_EM&CONS Co-Trimoxazole (Sulfamethoxazole & Trimethoprim) 400mg & 80mg, Tab  - Quantity Dispensed (D)",2.0,<=,0.0,"LMIS_EM&CONS Co-Trimoxazole (Sulfamethoxazole & Trimethoprim) 400mg & 80mg, Tab - Opening Balance (A) + LMIS_EM&CONS Co-Trimoxazole (Sulfamethoxazole & Trimethoprim) 400mg & 80mg, Tab  - Quantity Received (B) + LMIS_EM&CONS Co-Trimoxazole (Sulfamethoxazol"
Taninihun Kapuima MCHP,September 2020,"LMIS_EM&CONS Water for Injection 5ml, Inj, Amp Most Essential Med and Cons  - Quantity Dispensed (D) Validation",Medium,"LMIS_EM&CONS Water for Injection 5ml, Inj, Amp Most Essential Med and Cons  - Quantity Dispensed (D)",20.0,<=,0.0,"LMIS_EM&CONS Water for Injection 5ml, Inj, Amp Most Essential Med and Cons - Opening Balance (A) + LMIS_EM&CONS Water for Injection 5ml, Inj, Amp Most Essential Med and Cons  - Quantity Received (B) + LMIS_EM&CONS Water for Injection 5ml, Inj, Amp Most Es"
Taninihun Kapuima MCHP,September 2020,"LMIS_EM&CONS Ampicillin 500mg, Pdr for IM/IV, Inj, Vial  - Quantity Dispensed (D) Validation",Medium,"LMIS_EM&CONS Ampicillin 500mg, Pdr for IM/IV, Inj, Vial  - Quantity Dispensed (D)",50.0,<=,0.0,"LMIS_EM&CONS Ampicillin 500mg, Pdr for IM/IV, Inj, Vial - Opening Balance (A) + LMIS_EM&CONS Ampicillin 500mg, Pdr for IM/IV, Inj, Vial  - Quantity Received (B) + LMIS_EM&CONS Ampicillin 500mg, Pdr for IM/IV, Inj, Vial - Losses / Adjustments (C)"
Taninihun Kapuima MCHP,September 2020,"LMIS_EM&CONS Povidone Iodine 10%, Solution, Bot  - Quantity Dispensed (D) Validation",Medium,"LMIS_EM&CONS Povidone Iodine 10%, Solution, Bot  - Quantity Dispensed (D)",2.0,<=,0.0,"LMIS_EM&CONS Povidone Iodine 10%, Solution, Bot - Opening Balance (A) + LMIS_EM&CONS Povidone Iodine 10%, Solution, Bot  - Quantity Received (B) + LMIS_EM&CONS Povidone Iodine 10%, Solution, Bot - Losses / Adjustments (C)"
Taninihun Mboka MCHP,September 2020,"LMIS_MAL Bed Net, Insecticide-Treated, Long-Lasting (LLIN), Pcs - Quantity Dispensed (D) Validation",Medium,"LMIS_MAL Bed Net, Insecticide-Treated, Long-Lasting (LLIN), Pcs - Quantity Dispensed (D)",15.0,<=,0.0,"LMIS_MAL Bed Net, Insecticide-Treated, Long-Lasting (LLIN), Pcs - Opening Balance (A) + LMIS_MAL Bed Net, Insecticide-Treated, Long-Lasting (LLIN), Pcs - Quantity Received (B) + LMIS_MAL Bed Net, Insecticide-Treated, Long-Lasting (LLIN), Pcs - Losses / Ad"
Taninihun Mboka MCHP,September 2020,"LMIS_REP_H Progesterone-Only (Microlut) Levonorgestrel 30mcg, Tab, Cycle - Quantity Dispensed (D) Validation",Medium,"LMIS_REP_H Progesterone-Only (Microlut) Levonorgestrel 30mcg, Tab, Cycle - Quantity Dispensed (D)",5.0,<=,4.0,"LMIS_REP_H Progesterone-Only (Microlut) Levonorgestrel 30mcg, Tab, Cycle - Opening Balance (A) + LMIS_REP_H Progesterone-Only (Microlut) Levonorgestrel 30mcg, Tab, Cycle - Quantity Received (B) + LMIS_REP_H Progesterone-Only (Microlut) Levonorgestrel 30mc"
Waiima (Kori) MCHP,September 2020,"LMIS_MAL Artemether & Lumefantrine (ACT) 20mg & 120mg, 6 Tabs - Quantity Dispensed (D) Validation",Medium,"LMIS_MAL Artemether & Lumefantrine (ACT) 20mg & 120mg, 6 Tabs - Quantity Dispensed (D)",16.0,<=,0.0,"LMIS_MAL Artemether & Lumefantrine (ACT) 20mg & 120mg, 6 Tabs - Opening Balance (A) + LMIS_MAL Artemether & Lumefantrine (ACT) 20mg & 120mg, 6 Tabs - Quantity Received (B) + LMIS_MAL Artemether & Lumefantrine (ACT) 20mg & 120mg, 6 Tabs - Losses / Adjustme"
Waiima (Kori) MCHP,September 2020,"LMIS_REP_H Condom, Male - Quantity Dispensed (D) Validation",Medium,"LMIS_REP_H Condom, Male - Quantity Dispensed (D)",40.0,<=,0.0,"LMIS_REP_H Condom, Male - Opening Balance (A) + LMIS_REP_H Condom, Male - Quantity Received (B) + LMIS_REP_H Condom, Male - Losses / Adjustments (C)"
Waiima (Kori) MCHP,September 2020,"LMIS_MAL Artemether & Lumefantrine (ACT) 20mg & 120mg, 24 Tabs - Quantity Dispensed (D) Validation",Medium,"LMIS_MAL Artemether & Lumefantrine (ACT) 20mg & 120mg, 24 Tabs - Quantity Dispensed (D)",13.0,<=,0.0,"LMIS_MAL Artemether & Lumefantrine (ACT) 20mg & 120mg, 24 Tabs - Opening Balance (A) + LMIS_MAL Artemether & Lumefantrine (ACT) 20mg & 120mg, 24 Tabs - Quantity Received (B) + LMIS_MAL Artemether & Lumefantrine (ACT) 20mg & 120mg, 24 Tabs - Losses / Adjus"
Waiima (Kori) MCHP,September 2020,"LMIS_EM&CONS Compound Sodium (Ringer's) Lactate 0.25%, Infusion, 500ml, Soft Bag  - Quantity Dispensed (D) Validation",Medium,"LMIS_EM&CONS Compound Sodium (Ringer's) Lactate 0.25%, Infusion, 500ml, Soft Bag  - Quantity Dispensed (D)",4.0,<=,0.0,"LMIS_EM&CONS Compound Sodium (Ringer's) Lactate 0.25%, Infusion, 500ml, Soft Bag - Opening Balance (A) + LMIS_EM&CONS Compound Sodium (Ringer's) Lactate 0.25%, Infusion, 500ml, Soft Bag  - Quantity Received (B) + LMIS_EM&CONS Compound Sodium (Ringer's) La"
Waiima (Kori) MCHP,September 2020,"LMIS_EM&CONS Chlorhexidine Gluconate 7.1%, Gel  - Quantity Dispensed (D) Validation",Medium,"LMIS_EM&CONS Chlorhexidine Gluconate 7.1%, Gel  - Quantity Dispensed (D)",2.0,<=,0.0,"LMIS_EM&CONS Chlorhexidine Gluconate 7.1%, Gel - Opening Balance (A) + LMIS_EM&CONS Chlorhexidine Gluconate 7.1%, Gel  - Quantity Received (B) + LMIS_EM&CONS Chlorhexidine Gluconate 7.1%, Gel - Losses / Adjustments (C)"
Waiima (Kori) MCHP,September 2020,"LMIS_MAL Artemether & Lumefantrine (ACT) 20mg & 120mg, 18 Tabs - Quantity Dispensed (D) Validation",Medium,"LMIS_MAL Artemether & Lumefantrine (ACT) 20mg & 120mg, 18 Tabs - Quantity Dispensed (D)",15.0,<=,0.0,"LMIS_MAL Artemether & Lumefantrine (ACT) 20mg & 120mg, 18 Tabs - Opening Balance (A) + LMIS_MAL Artemether & Lumefantrine (ACT) 20mg & 120mg, 18 Tabs - Quantity Received (B) + LMIS_MAL Artemether & Lumefantrine (ACT) 20mg & 120mg, 18 Tabs - Losses / Adjus"
Yenkessa MCHP,September 2020,"LMIS_REP_H Condom, Male - Quantity Dispensed (D) Validation",Medium,"LMIS_REP_H Condom, Male - Quantity Dispensed (D)",112.0,<=,0.0,"LMIS_REP_H Condom, Male - Opening Balance (A) + LMIS_REP_H Condom, Male - Quantity Received (B) + LMIS_REP_H Condom, Male - Losses / Adjustments (C)"
Yenkessa MCHP,September 2020,"Vitamin A 200,000 IU (Red), Cap - Quantity Dispensed (D) Validation",Medium,"Vitamin A 200,000 IU (Red), Cap - Quantity Dispensed (D)",25.0,<=,0.0,"Vitamin A 200,000 IU (Red), Cap - Opening Balance (A) + Vitamin A 200,000 IU (Red), Cap - Quantity Received (B) + Vitamin A 200,000 IU (Red), Cap - Losses / Adjustments (C)"
Yenkessa MCHP,September 2020,"Vitamin A 100,000 IU (Blue), Caps - Quantity Dispensed (D) Validation",Medium,"Vitamin A 100,000 IU (Blue), Caps - Quantity Dispensed (D)",25.0,<=,0.0,"Vitamin A 100,000 IU (Blue), Caps - Opening Balance (A) + Vitamin A 100,000 IU (Blue), Caps - Quantity Received (B) + Vitamin A 100,000 IU (Blue), Caps - Losses / Adjustments (C)"
Yenkessa MCHP,September 2020,LMIS_REP_H Jadelle - Levonorgestrel two rod 150mg implant - Quantity Dispensed (D) Validation,Medium,LMIS_REP_H Jadelle - Levonorgestrel two rod 150mg implant - Quantity Dispensed (D),5.0,<=,0.0,LMIS_REP_H Jadelle - Levonorgestrel two rod 150mg implant - Opening Balance (A) + LMIS_REP_H Jadelle - Levonorgestrel two rod 150mg implant - Quantity Received (B) + LMIS_REP_H Jadelle - Levonorgestrel two rod 150mg implant - Losses / Adjustments (C)
Yenkessa MCHP,September 2020,"LMIS_REP_H Depot Medroxyprogestrone Acetate (Depo-Provera) 150mg/ml, Pdr for Inj - Quantity Dispensed (D) Validation",Medium,"LMIS_REP_H Depot Medroxyprogestrone Acetate (Depo-Provera) 150mg/ml, Pdr for Inj - Quantity Dispensed (D)",7.0,<=,0.0,"LMIS_REP_H Depot Medroxyprogestrone Acetate (Depo-Provera) 150mg/ml, Pdr for Inj - Opening Balance (A) + LMIS_REP_H Depot Medroxyprogestrone Acetate (Depo-Provera) 150mg/ml, Pdr for Inj - Quantity Received (B) + LMIS_REP_H Depot Medroxyprogestrone Acetate"
Yenkessa MCHP,September 2020,LMIS_REP_H Levoplant - Levonorgestrel two rod 150mg implant - Quantity Dispensed (D) Validation,Medium,LMIS_REP_H Levoplant - Levonorgestrel two rod 150mg implant - Quantity Dispensed (D),2.0,<=,0.0,LMIS_REP_H Levoplant - Levonorgestrel two rod 150mg implant - Opening Balance (A) + LMIS_REP_H Levoplant - Levonorgestrel two rod 150mg implant - Quantity Received (B) + LMIS_REP_H Levoplant - Levonorgestrel two rod 150mg implant - Losses / Adjustments (C
Yenkessa MCHP,September 2020,"LMIS_EM&CONS Lidocaine (Lignocaine) HCl 2%, Inj, 50ml, Vial  - Quantity Dispensed (D) Validation",Medium,"LMIS_EM&CONS Lidocaine (Lignocaine) HCl 2%, Inj, 50ml, Vial  - Quantity Dispensed (D)",1.0,<=,0.0,"LMIS_EM&CONS Lidocaine (Lignocaine) HCl 2%, Inj, 50ml, Vial - Opening Balance (A) + LMIS_EM&CONS Lidocaine (Lignocaine) HCl 2%, Inj, 50ml, Vial  - Quantity Received (B) + LMIS_EM&CONS Lidocaine (Lignocaine) HCl 2%, Inj, 50ml, Vial - Losses / Adjustments ("
Yorgbofore MCHP,September 2020,"LMIS_MAL Bed Net, Insecticide-Treated, Long-Lasting (LLIN), Pcs - Quantity Dispensed (D) Validation",Medium,"LMIS_MAL Bed Net, Insecticide-Treated, Long-Lasting (LLIN), Pcs - Quantity Dispensed (D)",20.0,<=,0.0,"LMIS_MAL Bed Net, Insecticide-Treated, Long-Lasting (LLIN), Pcs - Opening Balance (A) + LMIS_MAL Bed Net, Insecticide-Treated, Long-Lasting (LLIN), Pcs - Quantity Received (B) + LMIS_MAL Bed Net, Insecticide-Treated, Long-Lasting (LLIN), Pcs - Losses / Ad"
Yorgbofore MCHP,September 2020,"LMIS_EM&CONS Co-Trimoxazole (Sulfamethoxazole & Trimethoprim) 400mg & 80mg, Tab  - Quantity Dispensed (D) Validation",Medium,"LMIS_EM&CONS Co-Trimoxazole (Sulfamethoxazole & Trimethoprim) 400mg & 80mg, Tab  - Quantity Dispensed (D)",140.0,<=,100.0,"LMIS_EM&CONS Co-Trimoxazole (Sulfamethoxazole & Trimethoprim) 400mg & 80mg, Tab - Opening Balance (A) + LMIS_EM&CONS Co-Trimoxazole (Sulfamethoxazole & Trimethoprim) 400mg & 80mg, Tab  - Quantity Received (B) + LMIS_EM&CONS Co-Trimoxazole (Sulfamethoxazol"
